family,category,source,license,path,latin_support,validation_status,failure_reason,usable,slug,catalog_category,metadata_category,metadata_url,source_url,license_url,license_path,subsets
Alex Brush,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Alex_Brush__AlexBrush-Regular.ttf,True,passed,,True,alexbrush,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/alexbrush/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/alexbrush/AlexBrush-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/alexbrush/OFL.txt,data/raw/fonts/google_fonts/handwriting/Alex_Brush__OFL.txt,"latin,latin-ext,menu,vietnamese"
Bad Script,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Bad_Script__BadScript-Regular.ttf,True,passed,,True,badscript,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/badscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/badscript/BadScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/badscript/OFL.txt,data/raw/fonts/google_fonts/handwriting/Bad_Script__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese"
Covered By Your Grace,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Covered_By_Your_Grace__CoveredByYourGrace.ttf,True,passed,,True,coveredbyyourgrace,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/coveredbyyourgrace/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/coveredbyyourgrace/CoveredByYourGrace.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/coveredbyyourgrace/OFL.txt,data/raw/fonts/google_fonts/handwriting/Covered_By_Your_Grace__OFL.txt,"menu,latin"
Gloria Hallelujah,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Gloria_Hallelujah__GloriaHallelujah.ttf,True,passed,,True,gloriahallelujah,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/gloriahallelujah/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/gloriahallelujah/GloriaHallelujah.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/gloriahallelujah/OFL.txt,data/raw/fonts/google_fonts/handwriting/Gloria_Hallelujah__OFL.txt,"menu,latin"
Handlee,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Handlee__Handlee-Regular.ttf,True,passed,,True,handlee,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/handlee/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/handlee/Handlee-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/handlee/OFL.txt,data/raw/fonts/google_fonts/handwriting/Handlee__OFL.txt,"menu,latin,latin-ext"
Homemade Apple,handwriting,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/handwriting/Homemade_Apple__HomemadeApple-Regular.ttf,True,passed,,True,homemadeapple,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/apache/homemadeapple/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/homemadeapple/HomemadeApple-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/homemadeapple/LICENSE.txt,data/raw/fonts/google_fonts/handwriting/Homemade_Apple__LICENSE.txt,"latin,menu"
Kaushan Script,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Kaushan_Script__KaushanScript-Regular.ttf,True,passed,,True,kaushanscript,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/kaushanscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/kaushanscript/KaushanScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/kaushanscript/OFL.txt,data/raw/fonts/google_fonts/handwriting/Kaushan_Script__OFL.txt,"menu,latin,latin-ext"
Marck Script,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Marck_Script__MarckScript-Regular.ttf,True,passed,,True,marckscript,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/marckscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/marckscript/MarckScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/marckscript/OFL.txt,data/raw/fonts/google_fonts/handwriting/Marck_Script__OFL.txt,"menu,cyrillic,latin,latin-ext"
Nanum Pen Script,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Nanum_Pen_Script__NanumPenScript-Regular.ttf,True,passed,,True,nanumpenscript,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/nanumpenscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/nanumpenscript/NanumPenScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/nanumpenscript/OFL.txt,data/raw/fonts/google_fonts/handwriting/Nanum_Pen_Script__OFL.txt,"menu,latin,korean"
Nothing You Could Do,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Nothing_You_Could_Do__NothingYouCouldDo.ttf,True,passed,,True,nothingyoucoulddo,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/nothingyoucoulddo/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/nothingyoucoulddo/NothingYouCouldDo.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/nothingyoucoulddo/OFL.txt,data/raw/fonts/google_fonts/handwriting/Nothing_You_Could_Do__OFL.txt,"menu,latin"
Roboto Mono,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Roboto_Mono__RobotoMono[wght].ttf,True,passed,,True,robotomono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/robotomono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/robotomono/RobotoMono%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/robotomono/OFL.txt,data/raw/fonts/google_fonts/monospace/Roboto_Mono__OFL.txt,"cyrillic,cyrillic-ext,greek,latin,latin-ext,menu,vietnamese"
Space Mono,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Space_Mono__SpaceMono-Regular.ttf,True,passed,,True,spacemono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/spacemono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/spacemono/SpaceMono-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/spacemono/OFL.txt,data/raw/fonts/google_fonts/monospace/Space_Mono__OFL.txt,"latin,latin-ext,menu,vietnamese"
IBM Plex Mono,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/IBM_Plex_Mono__IBMPlexMono-Regular.ttf,True,passed,,True,ibmplexmono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/ibmplexmono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/ibmplexmono/IBMPlexMono-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/ibmplexmono/OFL.txt,data/raw/fonts/google_fonts/monospace/IBM_Plex_Mono__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese"
Inconsolata,sans_serif,Google Fonts official repository,OFL,,True,failed,official metadata category does not match catalog category,False,inconsolata,monospace,SANS_SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/inconsolata/METADATA.pb,,,,"latin,latin-ext,menu,vietnamese"
Ubuntu Mono,monospace,Google Fonts official repository,UFL,data/raw/fonts/google_fonts/monospace/Ubuntu_Mono__UbuntuMono-Regular.ttf,True,passed,,True,ubuntumono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ufl/ubuntumono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ufl/ubuntumono/UbuntuMono-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ufl/ubuntumono/UFL.txt,data/raw/fonts/google_fonts/monospace/Ubuntu_Mono__UFL.txt,"menu,cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext"
JetBrains Mono,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/JetBrains_Mono__JetBrainsMono[wght].ttf,True,passed,,True,jetbrainsmono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/jetbrainsmono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/jetbrainsmono/JetBrainsMono%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/jetbrainsmono/OFL.txt,data/raw/fonts/google_fonts/monospace/JetBrains_Mono__OFL.txt,"cyrillic,cyrillic-ext,greek,latin,latin-ext,menu,vietnamese"
Fira Code,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Fira_Code__FiraCode[wght].ttf,True,passed,,True,firacode,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/firacode/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/firacode/FiraCode%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/firacode/OFL.txt,data/raw/fonts/google_fonts/monospace/Fira_Code__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,symbols2,menu"
Red Hat Mono,sans_serif,Google Fonts official repository,OFL,,True,failed,official metadata category does not match catalog category,False,redhatmono,monospace,SANS_SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/redhatmono/METADATA.pb,,,,"latin,latin-ext,menu"
Cousine,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Cousine__Cousine-Regular.ttf,True,passed,,True,cousine,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/cousine/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/cousine/Cousine-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/cousine/OFL.txt,data/raw/fonts/google_fonts/monospace/Cousine__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,hebrew,latin,latin-ext,menu,vietnamese"
Anonymous Pro,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Anonymous_Pro__AnonymousPro-Regular.ttf,True,passed,,True,anonymouspro,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/anonymouspro/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/anonymouspro/AnonymousPro-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/anonymouspro/OFL.txt,data/raw/fonts/google_fonts/monospace/Anonymous_Pro__OFL.txt,"cyrillic,greek,latin,latin-ext,menu"
Cutive Mono,monospace,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/monospace/Cutive_Mono__CutiveMono-Regular.ttf,True,passed,,True,cutivemono,monospace,MONOSPACE,https://raw.githubusercontent.com/google/fonts/main/ofl/cutivemono/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/cutivemono/CutiveMono-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/cutivemono/OFL.txt,data/raw/fonts/google_fonts/monospace/Cutive_Mono__OFL.txt,"latin,latin-ext,menu"
