family,category,source,license,path,latin_support,validation_status,failure_reason,usable,slug,repository_folder,source_commit,metadata_url,font_url,license_url,license_path,subsets,font_sha256,font_size_bytes,exclusion_reason
Supermercado One,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Supermercado_One__SupermercadoOne-Regular.ttf,True,passed,,True,supermercadoone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/supermercadoone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/supermercadoone/SupermercadoOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/supermercadoone/OFL.txt,data/v2/raw/fonts/display/Supermercado_One__OFL.txt,"latin,menu",73e1f6c46e4f94949df8394a5dc207a5ae4c75b94d19b012c7b8eaa67dca3750,143180,not selected for balanced V2 family sample
Trochut,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Trochut__Trochut-Regular.ttf,True,passed,,True,trochut,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/trochut/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/trochut/Trochut-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/trochut/OFL.txt,data/v2/raw/fonts/display/Trochut__OFL.txt,"latin,latin-ext,menu",720759af046a690bebcc0fee08df6841d564438219ca86544c375b9252a1224e,25300,not selected for balanced V2 family sample
Viaoda Libre,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Viaoda_Libre__ViaodaLibre-Regular.ttf,True,passed,,True,viaodalibre,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/viaodalibre/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/viaodalibre/ViaodaLibre-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/viaodalibre/OFL.txt,data/v2/raw/fonts/display/Viaoda_Libre__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese",adb53ede25107c5ed4c45f993fd014a21ef82ac82b2327a564fe8e994e228942,196944,not selected for balanced V2 family sample
Warnes,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Warnes__Warnes-Regular.ttf,True,passed,,True,warnes,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/warnes/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/warnes/Warnes-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/warnes/OFL.txt,data/v2/raw/fonts/display/Warnes__OFL.txt,"latin,latin-ext,menu",d3bd538498237de2f30420b45efe9b1a2d0671f66868ddf595284f797266ba32,70272,not selected for balanced V2 family sample
Courgette,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Courgette__Courgette-Regular.ttf,True,passed,,True,courgette,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/courgette/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/courgette/Courgette-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/courgette/OFL.txt,data/v2/raw/fonts/handwriting/Courgette__OFL.txt,"latin,latin-ext,menu",099739d22e66ee2b80656bba63847f9ed419ad7e3969ba2c1d3c437c0d08f3e3,122072,protected historical V1 test family
Betania Patmos In,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Betania_Patmos_In__BetaniaPatmosIn-Regular.ttf,True,passed,,True,betaniapatmosin,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosin/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosin/BetaniaPatmosIn-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosin/OFL.txt,data/v2/raw/fonts/handwriting/Betania_Patmos_In__OFL.txt,"latin,latin-ext,menu",56212679126bc724725926529a147c600e6bee751cc5ccf3fee13035f2a84e41,195924,not selected for balanced V2 family sample
Betania Patmos In GDL,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Betania_Patmos_In_GDL__BetaniaPatmosInGDL-Regular.ttf,True,passed,,True,betaniapatmosingdl,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosingdl/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosingdl/BetaniaPatmosInGDL-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/betaniapatmosingdl/OFL.txt,data/v2/raw/fonts/handwriting/Betania_Patmos_In_GDL__OFL.txt,"latin,latin-ext,menu",732fa9eb8b97b927ac605e083285ab280f5679d40638b6b312bfa3c8131f6e6b,305300,not selected for balanced V2 family sample
Caramel,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Caramel__Caramel-Regular.ttf,True,passed,,True,caramel,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caramel/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caramel/Caramel-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caramel/OFL.txt,data/v2/raw/fonts/handwriting/Caramel__OFL.txt,"latin,latin-ext,menu,vietnamese",36a460f8418d5f9710da43404776fc914fe11ff5ec649e9c8bcb670c602b92be,204044,not selected for balanced V2 family sample
Caveat,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Caveat__Caveat[wght].ttf,True,passed,,True,caveat,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caveat/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caveat/Caveat%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/caveat/OFL.txt,data/v2/raw/fonts/handwriting/Caveat__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu",0bdb6b660482d31531b3945849fba5916b3ef8695da7024a9e6b9ee3c4157988,403648,not selected for balanced V2 family sample
Coming Soon,handwriting,Google Fonts official repository,APACHE2,data/v2/raw/fonts/handwriting/Coming_Soon__ComingSoon-Regular.ttf,True,passed,,True,comingsoon,apache,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/comingsoon/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/comingsoon/ComingSoon-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/comingsoon/LICENSE.txt,data/v2/raw/fonts/handwriting/Coming_Soon__LICENSE.txt,"latin,menu",cf81388f587ff6122de1a705d1070b8f00abccdba66108509908b5d10715068c,53256,not selected for balanced V2 family sample
Corinthia,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Corinthia__Corinthia-Regular.ttf,True,passed,,True,corinthia,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/corinthia/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/corinthia/Corinthia-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/corinthia/OFL.txt,data/v2/raw/fonts/handwriting/Corinthia__OFL.txt,"latin,latin-ext,menu,vietnamese",ee2adb172a41a52c5f6b7de6de5953bf8e9e6bdfa5bc641fdddbdf4c737fc98e,222456,not selected for balanced V2 family sample
Edu AU VIC WA NT Guides,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Edu_AU_VIC_WA_NT_Guides__EduAUVICWANTGuides[wght].ttf,True,passed,,True,eduauvicwantguides,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/eduauvicwantguides/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/eduauvicwantguides/EduAUVICWANTGuides%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/eduauvicwantguides/OFL.txt,data/v2/raw/fonts/handwriting/Edu_AU_VIC_WA_NT_Guides__OFL.txt,"latin,latin-ext,menu",7c47fc85f944c729e9df8af4be787a3c222604916b8700045451a0743cd29d4a,1578084,not selected for balanced V2 family sample
Gamja Flower,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Gamja_Flower__GamjaFlower-Regular.ttf,True,passed,,True,gamjaflower,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gamjaflower/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gamjaflower/GamjaFlower-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gamjaflower/OFL.txt,data/v2/raw/fonts/handwriting/Gamja_Flower__OFL.txt,"korean,latin,menu",ece32819ed58536355a49a095b0cdfdd3b8ef9081c5ed9ca1cef8f5d999ae1ac,12615444,not selected for balanced V2 family sample
Grand Hotel,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Grand_Hotel__GrandHotel-Regular.ttf,True,passed,,True,grandhotel,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/grandhotel/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/grandhotel/GrandHotel-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/grandhotel/OFL.txt,data/v2/raw/fonts/handwriting/Grand_Hotel__OFL.txt,"latin,latin-ext,menu",ec7ae65d49c936cb5ed32534ab74dbd40c56733de5145ac3aae9da362e02b50f,65012,not selected for balanced V2 family sample
Homemade Apple,handwriting,Google Fonts official repository,APACHE2,data/v2/raw/fonts/handwriting/Homemade_Apple__HomemadeApple-Regular.ttf,True,passed,,True,homemadeapple,apache,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/homemadeapple/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/homemadeapple/HomemadeApple-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/homemadeapple/LICENSE.txt,data/v2/raw/fonts/handwriting/Homemade_Apple__LICENSE.txt,"latin,menu",dd1baaca3cde1b1f8415aed3b0aea6808655c9d9ca5a99c7282d9accc16c1a58,110004,not selected for balanced V2 family sample
Itim,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Itim__Itim-Regular.ttf,True,passed,,True,itim,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/itim/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/itim/Itim-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/itim/OFL.txt,data/v2/raw/fonts/handwriting/Itim__OFL.txt,"latin,latin-ext,menu,thai,vietnamese",9164d7eb92ca717b53b07193e3445c96782222d24215151b8d2851b576b17645,371384,not selected for balanced V2 family sample
Klee One,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Klee_One__KleeOne-Regular.ttf,True,passed,,True,kleeone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kleeone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kleeone/KleeOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kleeone/OFL.txt,data/v2/raw/fonts/handwriting/Klee_One__OFL.txt,"cyrillic,greek-ext,japanese,latin,latin-ext,menu",bf4063f030cc2ae6adf0a11424a1888e5c0eb4438f1f6d02f52294af868e9b3a,8724204,not selected for balanced V2 family sample
Kolker Brush,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Kolker_Brush__KolkerBrush-Regular.ttf,True,passed,,True,kolkerbrush,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kolkerbrush/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kolkerbrush/KolkerBrush-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kolkerbrush/OFL.txt,data/v2/raw/fonts/handwriting/Kolker_Brush__OFL.txt,"latin,latin-ext,menu,vietnamese",c0914812bc5b224cc0e8321de70021a33a1a766b9efaf525f7463200f82300f4,268272,not selected for balanced V2 family sample
Licorice,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Licorice__Licorice-Regular.ttf,True,passed,,True,licorice,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/licorice/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/licorice/Licorice-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/licorice/OFL.txt,data/v2/raw/fonts/handwriting/Licorice__OFL.txt,"latin,latin-ext,menu,vietnamese",c72d8cb2f56e6995b3682d8620e2d602bacf78b67121cdfbface9acc422750d8,154512,not selected for balanced V2 family sample
Long Cang,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Long_Cang__LongCang-Regular.ttf,True,passed,,True,longcang,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/longcang/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/longcang/LongCang-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/longcang/OFL.txt,data/v2/raw/fonts/handwriting/Long_Cang__OFL.txt,"chinese-simplified,latin,menu",e5bf2c3f24ef2327c6f136d8f73e2f9dfdf44896fdbeb35a9515f44777bb91bc,5162508,not selected for balanced V2 family sample
Meie Script,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Meie_Script__MeieScript-Regular.ttf,True,passed,,True,meiescript,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/meiescript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/meiescript/MeieScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/meiescript/OFL.txt,data/v2/raw/fonts/handwriting/Meie_Script__OFL.txt,"latin,latin-ext,menu",006c66ba5d8de0b824821d9444ba97b149e26715944c1a8ab427bbb35704e6c0,128428,not selected for balanced V2 family sample
Miss Fajardose,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Miss_Fajardose__MissFajardose-Regular.ttf,True,passed,,True,missfajardose,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/missfajardose/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/missfajardose/MissFajardose-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/missfajardose/OFL.txt,data/v2/raw/fonts/handwriting/Miss_Fajardose__OFL.txt,"latin,latin-ext,menu",f76e0f245e781a75ea9fa528706b417173f7741439369c07d1501276170ab709,58872,not selected for balanced V2 family sample
Montez,handwriting,Google Fonts official repository,APACHE2,data/v2/raw/fonts/handwriting/Montez__Montez-Regular.ttf,True,passed,,True,montez,apache,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/montez/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/montez/Montez-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/montez/LICENSE.txt,data/v2/raw/fonts/handwriting/Montez__LICENSE.txt,"latin,menu",f58fc790f20cf612393737bb90c4ac418eea72147e988182f4eb7ee57f4639f3,77132,not selected for balanced V2 family sample
Mynerve,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Mynerve__Mynerve-Regular.ttf,True,passed,,True,mynerve,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mynerve/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mynerve/Mynerve-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mynerve/OFL.txt,data/v2/raw/fonts/handwriting/Mynerve__OFL.txt,"greek,latin,latin-ext,menu,vietnamese",1844706b0020e74f1cc38810266f8c45741bd0d9b7beeb05a584caee11dbc63e,279224,not selected for balanced V2 family sample
Nanum Pen Script,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Nanum_Pen_Script__NanumPenScript-Regular.ttf,True,passed,,True,nanumpenscript,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanumpenscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanumpenscript/NanumPenScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanumpenscript/OFL.txt,data/v2/raw/fonts/handwriting/Nanum_Pen_Script__OFL.txt,"korean,latin,menu",6f0d1ab29c7894010dc88831fb7a0a51edb79136e450344183de5b1a8b52bd43,3201664,not selected for balanced V2 family sample
Over the Rainbow,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Over_the_Rainbow__OvertheRainbow.ttf,True,passed,,True,overtherainbow,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/overtherainbow/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/overtherainbow/OvertheRainbow.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/overtherainbow/OFL.txt,data/v2/raw/fonts/handwriting/Over_the_Rainbow__OFL.txt,"latin,menu",62a232ccaa3f1a0b575947a88d1355c5e4c55f5e0ce65307ab91ea958915c3d3,47508,not selected for balanced V2 family sample
Parisienne,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Parisienne__Parisienne-Regular.ttf,True,passed,,True,parisienne,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/parisienne/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/parisienne/Parisienne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/parisienne/OFL.txt,data/v2/raw/fonts/handwriting/Parisienne__OFL.txt,"latin,latin-ext,menu",bc9ee17f022e20bc700797e5f557d14bfa43af0c98d9e6c9c5c1ca4ec7aacd57,61248,not selected for balanced V2 family sample
Patrick Hand,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Patrick_Hand__PatrickHand-Regular.ttf,True,passed,,True,patrickhand,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/patrickhand/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/patrickhand/PatrickHand-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/patrickhand/OFL.txt,data/v2/raw/fonts/handwriting/Patrick_Hand__OFL.txt,"latin,latin-ext,menu,vietnamese",0f173b3e6cb6d1af25babf7f0057c5ac4ee11f9992b0469bb817e967ef4ad0fc,214772,not selected for balanced V2 family sample
Petit Formal Script,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Petit_Formal_Script__PetitFormalScript-Regular.ttf,True,passed,,True,petitformalscript,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/petitformalscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/petitformalscript/PetitFormalScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/petitformalscript/OFL.txt,data/v2/raw/fonts/handwriting/Petit_Formal_Script__OFL.txt,"latin,latin-ext,menu",9b80a05170bac7f372b7e00bc762fe14bafd4abdeb013747b189f66525cffe89,175068,not selected for balanced V2 family sample
Playpen Sans Thai,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Playpen_Sans_Thai__PlaypenSansThai[wght].ttf,True,passed,,True,playpensansthai,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/playpensansthai/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/playpensansthai/PlaypenSansThai%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/playpensansthai/OFL.txt,data/v2/raw/fonts/handwriting/Playpen_Sans_Thai__OFL.txt,"emoji,latin,latin-ext,math,menu,thai",14ac51adb087ad8d0395e4b6c0a976d33421ecbc5fe3e3506415505da95f47ef,754920,not selected for balanced V2 family sample
Qwigley,handwriting,Google Fonts official repository,OFL,data/v2/raw/fonts/handwriting/Qwigley__Qwigley-Regular.ttf,True,passed,,True,qwigley,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/qwigley/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/qwigley/Qwigley-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/qwigley/OFL.txt,data/v2/raw/fonts/handwriting/Qwigley__OFL.txt,"latin,latin-ext,menu,vietnamese",6a018d872fa8ad613a71a48383b3f0f987a0e7cd305678ca3a7c87648e6cdbb2,87336,not selected for balanced V2 family sample
